ID,Name,Lat,Lon,Archive,Proxy,minYear,maxYear,Resolution,Include in composite,First Author,Publication Year,DOI
Ocean2kHR_179,Ocean2kHR-PacificNauruGuilderson1999,-0.53296,166.9283,coral,d18O,1898,1995,<1,no,Guilderson,1999,'NaN'
Ocean2kHR_134,Ocean2kHR-PacificNewCaledoniaDelong2012,-22.475,166.4667,coral,Sr/Ca,1649,2000,<1,yes,Tierney,2012,'10.1002/2014PA002717'
Ocean2kHR_161,Ocean2kHR-PacificNurhati2011,5.87,-162.13,coral,Sr/Ca,1886,1998,<1,no,Nurhati,2011,'10.1175/2011JCLI3852.1'
Ocean2kHR_172,Ocean2kHR-PacificPNGTudhope1995,-5.22,145.82,coral,d18O,1923,1991,<1,no,Tudhope,1995,'10.1016/0012-821X(95)00156-7'
Ocean2kHR_181,Ocean2kHR-PacificPalaurockislandsOsborne2014,7.2708,134.3837,coral,d18O,1899,2008,<1,no,Osborne,2014,'10.1007/s00338-014-1146-1'
Ocean2kHR_183,Ocean2kHR-PacificPalauulongchannelOsborne2014,7.2859,134.2503,coral,d18O,1793,2008,<1,yes,Osborne,2014,'10.1007/s00338-014-1146-1'
Ocean2kHR_139,Ocean2kHR-PacificPalmyracombinedCobb2003,5.87,-162.13,coral,d18O,1886,1998,<1,no,Cobb,2003,'10.1038/nature01779http://dx.doi.org/10.1016/S0012-821X(03)00138-910.1126/science.1228246.10.1029/2001GL01291910.1002/2014PA002717'
Ocean2kHR_138,Ocean2kHR-PacificPanamaLinsley1994,7.95,-82,coral,d18O,1708,1985,<1,yes,Tierney,1994,'10.1002/2014PA002717'
Ocean2kHR_144,Ocean2kHR-PacificQuinn2008Rabaul,-4.1916,151.9772,coral,d18O,1867,1998,<1,no,Quinn,2006,'10.1029/2005JC003243'
Ocean2kHR_145,Ocean2kHR-PacificQuinn2008Rabaul,-4.1916,151.9772,coral,Sr/Ca,1867,1998,<1,no,Quinn,2006,'10.1029/2005JC003243'
Ocean2kHR_137,Ocean2kHR-PacificSCSSun2004,16.85,112.33,coral,Sr/Ca,1906,1994,<1,no,Sun,2004,'10.1029/2003PA000959'
Ocean2kHR_142,Ocean2kHR-PacificSuvaBagnato2005,-16.82,179.23,coral,d18O,1776,2001,  1,yes,Tierney,2005,'10.1002/2014PA002717'
Ocean2kHR_178,Ocean2kHR-PacificTarawaCole1990,1,172,coral,d18O,1894,1990,<1,no,Tierney,1990,'10.1002/2014PA002717'
Ocean2kHR_174,Ocean2kHR-PacificVanuatuKilbourne2004,-15.7,167.2,coral,d18O,1929,1992,<1,no,Kilbourne,2004,'10.1029/2004PA001033'
Ocean2kHR_175,Ocean2kHR-PacificVanuatuKilbourne2004,-15.7,167.2,coral,Sr/Ca,1929,1992,<1,no,Kilbourne,2004,'10.1029/2004PA001033'
Ocean2kHR_159,Ocean2kHR-PacificWu2013Tonga,-19.9333,-174.7167,coral,Sr/Ca,1791,2003,  1,yes,Tierney,2013,'10.1002/2014PA002717'
SAm_005,SAm-CAN12.Neukom.2011,-41,-71,tree,,1645,1992,  1,yes,Neukom,2011,'10.1007/s00382-00010-00793-00383'
SAm_010,SAm-CAN15.Neukom2011,-41.17,-71.92,tree,,1582,1991,  1,yes,Neukom,2011,'10.1007/s00382-00010-00793-00388'
SAm_015,SAm-CAN6.Neukom.2014,-38.5,-71.5,tree,,1436,2006,  1,yes,Neukom,2014,'10.1038/NCLIMATE2174'
SAm_020,SAm-CAN9.Neukom.2014,-39.33,-71.25,tree,,1636,2006,  1,yes,Neukom,2014,'10.1038/NCLIMATE2174'
SAm_025,SAm-LagunaChepical.deJong.2013,-32.2667,-70.5,lake sediment,,-1161,2005,  1,yes,de,2013,'10.5194/cp-9-1921-2013'
SAm_032,SAm-LagunaEscondida.Elbert.2013,-45.5167,-71.8167,lake sediment,,400,2008,  1,yes,Elbert,2013,'10.1016/j.palaeo.2012.11.013'
SAm_035,SAm-QuelccayaIce.Thompson.2013,-13.9333,-70.8333,glacier ice,,226,2009,  1,yes,Thompson,2013,'10.1126/science.1234210'
SAm_051,SAm-chil017.Szeicz.2000,-43,-72.5,tree,,1646,1986,  1,yes,Szeicz,2000,'NA (Book Chapter: Dendrochronological studies of Pilgerodendron uviferum in southern South America. In: Dendrochronolog?a en Am?rica Latina. F. Roig. Mendoza Editorial Nacional de Cuyo: 245-270.)'
